Typ,Lvl,x0,Ini,AtkCnt,Str,Def,Dex,HP,DmgRed,MAtkSav,FleeAt,x1,w0,w0hit,w0dmg,w0spa,w1,w1hit,w1dmg,w1spa,w2,w2hit,w2dmg,w2spa,sp0,sl0,sp1,sl1,sp2,sl2,sp3,sl3,sp4,sl4,sp5,sl5,sp6,sl6,sp7,sl7,sp8,sl8,sp9,sl9
41,5,1,6,1,22,11,42,100,2,8,7,11,40,2,4,0,115,3,1,0,101,1,2,0,21,2,16,2,20,2,9,1,8,3,8,5,11,7,11,6,6,3,10,2
41,6,1,7,1,23,12,60,150,2,9,7,11,40,2,5,0,102,3,1,0,101,1,3,0,21,2,16,3,20,2,9,2,0,2,8,6,11,8,10,3,4,5,1,3
41,7,1,8,1,24,13,75,200,4,10,8,10,39,0,6,0,65,3,2,2,102,1,4,0,21,3,16,3,20,3,9,2,0,2,8,7,11,9,10,4,4,5,1,3
41,8,1,9,1,26,14,100,300,5,10,8,10,66,0,7,0,102,3,2,0,115,1,4,0,21,3,16,4,20,3,9,3,0,3,8,8,11,10,10,5,4,6,1,4
41,9,1,10,1,29,15,140,500,6,10,8,9,83,0,8,0,40,3,3,0,115,1,5,0,21,4,16,4,20,4,9,3,0,5,8,9,11,11,10,6,4,6,1,4
41,10,1,15,1,32,16,200,1500,7,11,9,9,83,0,9,0,102,3,3,0,69,2,5,0,21,4,16,5,20,4,9,4,0,7,8,10,11,12,10,7,4,7,1,5
41,11,1,15,1,35,17,300,2000,10,12,9,8,92,0,10,0,8,4,4,0,69,2,6,0,21,5,16,5,20,5,6,5,0,8,8,11,11,12,10,8,4,7,1,5
41,12,1,15,1,40,17,500,8000,12,13,9,8,92,0,12,0,8,4,4,0,69,2,6,0,21,5,16,6,20,5,6,6,0,9,8,12,11,12,10,9,4,8,1,6
41,13,1,15,1,45,17,1200,12000,25,14,10,7,43,255,15,0,8,4,5,0,69,2,7,0,21,6,16,6,20,6,6,6,0,10,8,12,11,12,10,10,4,8,1,6
41,14,1,15,2,50,20,2700,30000,70,14,10,7,43,255,21,0,8,4,5,0,69,2,8,0,21,6,16,7,20,6,6,7,0,11,8,12,11,12,10,11,4,9,1,7
41,15,1,15,2,55,21,3200,32000,175,14,10,6,43,255,30,0,8,5,6,0,69,2,10,0,21,7,16,7,20,7,6,7,0,12,8,12,11,12,10,12,4,9,1,8
42,1,1,2,1,18,7,8,25,0,6,5,9,65,2,0,0,101,0,2,0,8,1,1,0,12,1,3,1,20,1,12,1,3,1,12,1,12,1,8,1,8,1,8,1
42,2,1,2,1,19,8,12,30,0,6,5,9,57,2,0,0,57,0,2,0,8,1,1,0,3,2,12,2,20,2,12,2,19,1,19,1,19,1,8,2,8,2,8,2
42,3,1,2,1,20,9,19,35,0,6,5,9,57,2,5,0,101,4,3,0,8,1,2,0,12,2,19,1,20,1,9,1,0,1,9,1,4,2,4,2,8,3,8,3
42,4,1,3,1,21,10,28,50,2,7,5,8,40,2,1,0,115,0,3,0,101,3,2,0,12,3,19,2,20,2,9,2,0,1,8,3,4,2,4,2,8,4,8,4
42,5,1,5,1,22,11,40,100,3,7,6,8,39,2,2,0,115,0,3,0,101,3,3,0,21,3,19,2,20,2,9,3,0,2,8,3,11,2,4,3,1,5,8,5
42,6,1,6,1,23,12,55,150,4,7,6,8,66,2,2,0,102,0,4,0,101,3,3,0,21,3,19,3,20,3,9,4,0,2,8,4,11,3,4,3,1,6,8,5
42,7,1,7,1,24,13,80,200,6,8,6,7,66,2,2,0,65,0,4,0,102,3,4,0,21,4,19,3,20,3,9,5,0,3,8,4,11,3,10,4,4,4,1,4
42,8,1,8,1,26,14,110,400,8,8,6,7,92,3,2,0,102,0,6,0,115,3,4,0,21,4,19,4,20,4,6,5,0,3,8,5,11,4,10,5,4,4,1,4
42,9,1,9,1,29,15,145,600,10,8,7,7,92,3,3,0,40,0,6,0,115,3,5,0,21,5,19,4,20,4,6,6,0,4,8,5,11,4,10,6,4,5,1,5
42,10,1,15,1,32,18,180,1500,15,9,7,6,83,3,3,0,8,0,8,0,115,3,6,0,21,5,19,5,20,5,6,6,0,5,8,6,11,5,10,7,4,5,1,5
42,11,1,15,1,35,20,225,2100,20,9,7,6,83,4,5,0,8,0,10,0,116,3,8,0,21,6,19,5,20,5,6,7,0,6,8,6,11,5,10,8,4,6,1,6
42,12,1,15,1,40,22,375,4500,30,10,7,6,83,4,8,0,8,0,12,0,69,2,10,0,21,6,19,6,20,6,6,7,0,7,8,7,11,6,10,9,4,6,1,7
42,13,1,15,1,45,23,500,6500,40,11,8,5,43,4,9,0,8,255,15,0,116,2,12,0,21,7,19,6,20,7,6,8,0,8,8,7,11,6,10,10,4,7,1,8
42,14,1,15,2,50,24,2700,10000,100,12,8,5,43,4,10,0,8,255,18,0,69,2,14,0,21,7,19,7,20,8,6,9,0,9,8,8,11,7,10,11,4,7,1,9
42,15,1,15,2,55,25,3200,14523,175,13,8,5,43,4,12,0,8,255,24,0,116,2,16,0,21,8,19,7,20,9,6,10,0,10,8,8,11,7,10,12,4,8,1,10
43,1,1,5,1,16,3,9,37,0,6,7,9,65,0,0,0,8,1,0,0,8,3,0,0,21,1,12,1,12,1,16,1,8,1,20,1,11,1,11,1,11,1,7,1
43,2,1,5,1,18,5,14,41,1,6,7,9,65,0,1,0,101,1,0,0,8,3,0,0,21,1,12,1,8,2,16,2,8,2,8,2,11,2,11,2,11,2,7,2
43,3,1,5,1,23,9,21,72,2,6,7,8,65,0,1,0,102,1,1,0,8,3,0,0,21,2,12,2,8,3,8,3,8,3,8,3,11,3,11,3,11,3,7,2
43,4,1,6,1,35,10,30,88,2,7,6,8,65,0,2,0,115,1,1,0,101,3,0,0,21,2,8,6,8,3,8,3,11,3,11,3,20,1,6,1,6,1,6,1
43,5,1,6,1,26,11,40,108,3,7,6,7,40,0,2,0,102,1,1,0,101,3,0,0,21,3,8,8,11,10,20,1,3,4,1,2,1,2,6,2,6,2,6,2
43,6,1,6,1,31,12,52,132,10,7,0,0,40,0,3,0,57,1,1,0,115,3,1,0,21,3,8,10,11,11,20,2,3,5,1,3,1,3,6,2,4,1,4,2
43,7,1,7,1,35,13,65,158,15,8,0,0,40,0,4,0,102,1,2,0,115,3,1,0,21,4,8,11,11,12,20,2,3,6,1,4,0,1,6,3,4,2,4,3
43,8,1,7,1,42,14,82,188,15,8,0,0,40,0,5,0,57,1,2,0,115,3,1,0,21,4,8,11,11,12,20,3,3,7,1,5,0,2,6,3,4,2,9,7
43,9,1,7,1,46,17,108,226,15,9,5,5,83,0,6,0,40,1,2,0,115,3,1,0,21,5,8,12,6,10,20,3,3,7,1,6,0,3,6,10,4,3,9,8
43,10,1,8,1,50,17,130,3500,20,9,5,5,83,0,8,0,57,1,3,0,115,3,1,0,21,5,8,12,6,10,20,4,3,8,1,7,0,3,6,10,4,4,9,9
43,11,1,8,1,54,20,260,5500,20,10,5,4,83,255,10,0,102,1,3,0,115,3,1,0,21,6,8,12,6,11,20,4,3,8,1,8,0,4,6,11,4,5,9,9
43,12,1,15,2,58,20,678,7500,50,10,4,4,83,255,12,0,40,1,3,0,115,3,2,0,21,6,8,12,6,11,20,5,3,9,1,9,0,4,6,11,4,6,9,10
43,13,1,15,2,62,22,1200,9500,50,10,0,0,83,255,15,0,57,1,3,0,115,3,2,0,21,7,8,12,6,12,20,5,3,9,1,10,0,5,6,12,4,7,10,10
43,14,1,15,2,99,25,2500,12750,100,14,0,0,83,255,18,2,102,1,4,0,115,3,2,0,21,7,8,12,6,12,20,6,3,10,1,11,0,5,6,12,4,8,10,11
43,15,1,15,3,99,28,3200,21000,120,13,0,0,83,255,24,2,40,1,5,0,115,3,2,0,21,8,8,12,6,12,20,6,3,10,1,12,0,6,6,12,4,9,10,12
44,1,1,5,1,15,7,11,20,0,5,10,7,65,1,2,0,115,2,1,1,8,4,0,0,21,1,21,1,21,1,20,1,15,1,8,1,20,1,11,1,11,1,11,1
44,2,1,5,1,17,8,15,40,1,5,10,7,65,1,2,0,101,2,1,0,8,4,0,0,21,2,21,2,8,1,8,1,15,1,8,1,20,2,11,1,15,1,11,2
44,3,1,6,1,20,9,20,72,2,5,10,6,65,1,3,0,102,2,1,0,8,4,0,0,21,2,21,2,8,3,8,3,8,3,11,3,20,2,6,5,6,6,1,1
44,4,1,6,1,21,10,30,88,2,5,9,6,65,2,3,0,115,3,1,0,101,4,0,0,21,3,8,7,11,9,20,4,3,3,1,3,1,3,6,6,6,7,4,1
44,5,1,7,1,22,12,45,108,3,6,9,5,40,2,3,0,102,3,2,0,101,4,0,0,21,3,8,7,11,10,20,4,3,4,1,3,1,3,6,7,4,3,9,1
44,6,1,7,1,26,16,60,132,10,7,9,5,40,2,4,0,57,3,2,0,115,4,0,0,21,4,8,8,11,11,20,5,3,5,1,4,1,4,6,8,4,4,9,3
44,7,1,8,1,30,17,100,158,15,8,8,4,40,3,4,0,102,3,3,0,115,4,1,0,21,4,8,8,11,12,20,5,3,6,1,4,1,4,6,8,4,5,9,3
44,8,1,9,1,34,19,155,188,15,9,8,4,40,3,5,0,57,3,4,0,115,4,1,0,21,5,8,9,11,12,20,6,3,7,1,5,2,2,6,9,4,6,9,2
44,9,1,10,1,38,20,255,226,15,10,8,3,83,4,5,0,40,3,4,0,115,4,2,0,21,5,8,9,1,10,20,8,0,4,1,10,2,12,6,9,4,9,9,7
44,10,1,11,1,42,22,450,950,20,11,7,3,83,5,6,0,57,3,4,0,115,4,2,0,21,6,8,10,1,8,20,7,0,5,1,6,2,4,6,12,4,8,9,9
44,11,1,12,1,46,22,650,3500,20,12,7,2,83,5,9,0,102,4,4,0,115,4,3,0,21,6,8,10,1,9,20,7,0,6,1,6,2,5,6,10,4,9,9,10
44,12,1,13,2,50,23,1100,5500,50,13,7,2,83,6,12,0,40,4,4,0,115,4,4,0,21,7,8,11,1,10,20,8,0,7,1,7,2,6,6,11,4,10,9,11
44,13,1,13,2,54,24,2000,8000,50,14,0,0,58,6,15,0,57,4,19,0,115,2,21,0,21,7,8,11,1,11,20,8,0,11,1,10,2,10,6,11,4,11,9,12
44,14,1,14,2,99,25,2500,12000,100,15,0,0,58,7,18,2,102,5,21,0,115,3,22,0,21,12,8,12,1,12,20,9,0,11,1,11,2,11,6,12,4,11,9,12
44,15,1,15,3,99,25,3200,25000,120,15,0,0,58,7,34,2,40,6,35,0,115,4,23,0,21,12,8,12,1,12,20,10,0,12,1,12,2,12,6,12,4,12,9,12
45,1,1,3,1,19,5,8,25,0,4,8,10,65,0,0,0,8,0,0,0,8,3,0,0,21,1,21,1,20,1,8,1,3,1,19,1,11,1,11,1,11,1,3,1
45,2,1,4,1,22,6,10,47,0,5,8,10,65,0,2,0,101,2,1,0,8,3,0,0,21,1,21,1,20,2,8,1,3,1,19,1,11,1,11,1,20,1,11,1
45,3,1,5,1,28,9,18,60,2,5,8,9,65,0,3,0,102,2,2,0,8,3,1,0,21,2,21,2,8,3,8,2,8,2,8,2,11,2,11,2,11,2,11,2
45,4,1,6,1,28,10,28,88,2,5,7,9,65,0,3,0,115,2,2,0,101,3,2,0,21,2,21,2,8,4,8,3,8,3,11,2,11,2,11,2,20,1,20,1
45,5,1,6,1,30,11,40,108,3,6,7,8,40,0,3,0,102,2,3,0,101,3,2,0,21,3,21,3,8,5,8,4,8,4,11,3,11,3,11,3,20,2,20,2
45,6,1,6,1,34,12,54,132,10,6,7,8,40,0,4,0,57,2,3,0,115,3,3,0,21,3,21,3,8,6,8,4,11,3,11,3,20,2,20,2,3,2,3,2
45,7,1,7,1,38,13,70,158,15,7,7,7,40,0,4,0,102,2,4,0,115,3,4,0,21,4,8,5,8,7,11,4,11,4,20,3,3,2,3,2,1,3,1,3
45,8,1,7,1,42,14,90,188,15,8,6,7,40,0,5,0,57,2,4,0,115,4,5,0,21,4,8,9,8,8,11,4,11,4,20,3,3,3,1,3,1,3,19,2
45,9,1,7,1,45,17,110,226,15,10,6,6,83,0,5,0,40,2,5,0,115,4,5,0,21,5,8,10,4,4,20,4,3,3,1,4,10,10,6,5,4,5,2,9
45,10,1,8,1,55,17,180,3500,20,11,6,6,83,0,6,0,57,2,5,0,115,4,6,0,21,5,8,12,4,5,20,5,3,4,1,5,10,10,6,5,4,5,2,10
45,11,1,8,1,61,20,500,6000,20,12,6,5,83,0,6,0,102,2,6,0,115,4,6,0,21,6,8,12,4,6,20,5,3,5,1,6,10,11,6,7,4,6,2,11
45,12,1,15,2,66,20,1100,9000,50,13,5,5,83,0,7,2,40,2,6,0,115,5,7,0,21,6,8,12,4,7,20,6,3,6,1,7,10,11,6,9,4,7,2,11
45,13,1,15,2,72,22,2000,20000,50,14,5,4,83,255,8,0,57,2,7,0,115,5,7,0,21,7,8,12,4,8,20,6,3,7,1,8,10,12,6,10,4,8,2,12
45,14,1,15,2,99,25,2500,30000,100,14,5,4,83,255,10,2,102,2,7,0,115,5,8,0,21,7,8,12,4,9,20,7,3,8,1,9,10,12,6,11,4,10,2,12
45,15,1,15,3,99,32,3200,32000,120,15,5,3,83,255,15,2,40,2,8,0,115,6,8,0,21,8,8,12,4,10,20,7,3,9,1,10,10,12,6,12,4,12,2,12
46,1,1,5,1,12,7,7,25,0,5,7,6,65,1,1,0,115,2,1,0,8,3,0,0,0,1,21,1,8,1,3,1,3,1,8,1,11,1,11,1,11,2,15,1
46,2,1,5,1,17,8,12,45,1,5,7,6,65,1,2,0,101,2,1,0,8,3,0,0,0,1,21,1,20,1,18,1,8,1,11,1,11,2,20,1,3,1,20,1
46,3,1,5,1,18,10,20,65,2,5,7,6,65,1,2,0,102,2,1,0,8,3,0,0,0,2,21,2,8,2,8,2,11,2,11,2,1,1,1,1,6,2,6,2
46,4,1,6,1,20,14,30,88,2,5,6,5,65,1,3,0,115,2,1,0,101,3,0,0,0,2,21,2,20,2,20,2,11,2,11,2,1,2,1,2,6,3,6,3
46,5,1,7,1,22,16,40,108,3,6,6,5,40,1,2,0,103,2,2,0,101,3,0,0,21,3,8,3,2,9,20,1,3,1,1,3,1,3,6,4,4,1,4,1
46,6,1,8,1,26,18,54,132,10,6,6,5,40,1,4,0,57,2,2,0,115,3,0,0,21,3,8,4,2,10,20,1,3,2,1,4,1,4,6,5,4,2,10,1
46,7,1,9,1,30,19,70,158,15,7,5,4,40,1,6,0,103,2,2,0,115,3,1,0,21,4,8,5,2,11,20,2,3,2,1,4,1,4,6,5,4,3,10,2
46,8,1,9,1,34,20,90,188,15,7,5,4,40,1,8,0,57,2,3,0,115,3,2,0,21,4,8,6,2,12,20,2,3,3,1,5,0,1,6,6,4,4,10,2
46,9,1,9,1,38,22,115,226,15,8,5,4,92,1,6,0,40,2,3,0,115,3,3,0,21,5,8,7,2,12,20,3,3,3,1,5,0,2,6,6,4,4,10,3
46,10,1,10,1,42,23,160,3500,20,9,4,3,92,0,8,0,57,3,3,0,115,3,4,0,21,5,8,8,2,12,20,3,3,4,1,6,0,3,6,7,4,5,10,3
46,11,1,12,1,46,24,350,6500,20,10,4,3,92,0,12,0,103,3,4,0,115,255,6,0,21,6,8,9,2,12,20,4,3,4,1,7,0,4,6,7,4,5,10,4
46,12,1,15,2,50,25,555,8000,50,11,4,3,83,0,10,0,40,3,4,0,115,255,8,0,21,6,8,10,2,12,20,4,3,5,1,8,0,5,6,8,4,6,10,4
46,13,1,15,2,54,27,760,12456,50,12,3,2,83,0,12,2,57,4,5,0,115,255,9,0,21,7,8,11,2,12,20,5,3,5,1,9,0,6,6,8,4,6,10,5
46,14,1,15,2,99,30,1240,15000,100,11,3,2,83,0,15,2,103,4,5,0,115,255,12,0,21,7,8,12,2,12,20,5,3,6,1,10,0,7,6,9,4,7,10,6
46,15,1,15,3,99,34,3200,23456,120,11,3,2,83,0,18,2,40,5,6,0,115,255,15,0,21,8,8,12,2,12,20,6,3,6,1,11,0,8,6,9,4,8,10,7
