Map,MapIndex,NameSingle,NamePlural,?,Count,Adds,?,?,?,RewardXP,RewardGold,?,?,?,?,?,?,HP,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
2,34,Bronze Ogre,Bronze Ogres,1,1,1,12,0,25,80,36,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
2,35,Bronze Ogre,Bronze Ogres,0,1,1,10,0,25,80,45,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
2,36,Deinon,Deinons,0,2,1,25,0,0,200,180,4,6,1,44,18,54,300,9,3,2,4,2,3,3,0,3,1,10,0,20,254,25,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
2,37,Deinon,Deinons,1,2,1,25,0,0,200,190,4,6,1,44,18,54,300,9,3,2,4,2,3,3,0,3,1,10,0,20,254,25,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
2,38,Deinon,Deinons,1,1,1,25,0,0,200,190,4,6,1,44,18,54,300,9,3,2,4,2,3,3,0,3,1,10,0,20,254,25,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
2,39,Deinon,Deinons,0,1,1,20,0,0,225,200,4,7,1,65,20,80,500,12,4,0,2,42,4,6,0,3,1,12,0,20,254,30,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
3,0,Wolf,Wolves,0,1,0,8,0,0,8,30,3,7,2,60,24,350,550,50,12,0,2,1,6,5,0,2,8,4,0,21,254,75,2,0,6,8,12,3,8,6,10,2,6,10,8,1,6,1,8,20,7,4,7
3,1,Wolf,Wolves,0,1,0,8,0,0,8,30,3,7,2,60,24,350,550,50,12,0,2,1,6,5,0,2,8,4,0,21,254,75,2,0,6,8,12,3,8,6,10,2,6,10,8,1,6,1,8,20,7,4,7
3,2,Wolf,Wolves,0,1,1,8,0,0,8,30,3,7,2,60,24,350,550,50,12,0,2,1,6,5,0,2,8,4,0,21,254,75,2,0,6,8,12,3,8,6,10,2,6,10,8,1,6,1,8,20,7,4,7
3,3,Wolf,Wolves,0,1,1,8,0,0,8,30,3,7,2,60,24,350,550,50,12,0,2,1,6,5,0,2,8,4,0,21,254,75,2,0,6,8,12,3,8,6,10,2,6,10,8,1,6,1,8,20,7,4,7
3,4,Wolf,Wolves,1,1,0,8,0,0,8,30,3,7,2,60,24,350,550,50,12,0,2,1,6,5,0,2,8,4,0,21,254,75,2,0,6,8,12,3,8,6,10,2,6,10,8,1,6,1,8,20,7,4,7
3,5,Snake,Snakes,0,1,0,6,0,0,10,20,4,6,1,30,16,60,180,6,2,3,5,3,3,3,0,15,255,255,2,17,0,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
3,6,Snake,Snakes,0,1,1,6,0,0,10,20,4,6,1,30,16,60,180,6,2,3,5,3,3,3,0,15,255,255,2,17,0,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
3,7,Snake,Snakes,0,2,0,6,0,0,10,20,4,6,1,30,16,60,180,6,2,3,5,3,3,3,0,15,255,255,2,17,0,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
3,8,Snake,Snakes,1,1,0,6,0,0,10,20,4,6,1,30,16,60,180,6,2,3,5,3,3,3,0,15,255,255,2,17,0,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
3,9,Snake,Snakes,1,1,1,6,0,0,10,20,4,6,1,30,16,60,180,6,2,3,5,3,3,3,0,15,255,255,2,17,0,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
3,10,Coelus,Coeluses,0,1,0,9,0,0,15,30,4,4,1,15,10,10,30,2,1,4,7,2,1,2,0,6,0,255,0,2,3,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
3,11,Coelus,Coeluses,0,1,1,9,0,0,15,30,4,4,1,15,10,10,30,2,1,4,7,2,1,2,0,6,0,255,0,2,3,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
3,12,Coelus,Coeluses,0,2,0,9,0,0,15,30,4,4,1,15,10,10,30,2,1,4,7,2,1,2,0,6,0,255,0,2,3,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
3,13,Coelus,Coeluses,1,1,0,9,0,0,15,30,4,4,1,15,10,10,30,2,1,4,7,2,1,2,0,6,0,255,0,2,3,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
3,14,Coelus,Coeluses,1,1,1,9,0,0,15,30,4,4,1,15,10,10,30,2,1,4,7,2,1,2,0,6,0,255,0,2,3,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
3,15,Scorpion,Scorpions,0,1,0,6,0,15,25,30,4,7,2,75,22,106,750,15,4,0,2,42,4,6,0,3,1,18,0,20,254,40,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
3,16,Scorpion,Scorpions,0,1,1,6,0,15,25,30,4,7,2,75,22,106,750,15,4,0,2,42,4,6,0,3,1,18,0,20,254,40,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
3,17,Scorpion,Scorpions,0,2,0,6,0,15,25,30,4,7,2,75,22,106,750,15,4,0,2,42,4,6,0,3,1,18,0,20,254,40,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
3,18,Copper Ogre,Copper Ogres,0,1,1,6,0,30,20,40,1,4,1,32,12,34,120,9,5,2,3,40,4,0,0,40,2,1,0,40,0,4,0,8,5,8,5,8,5,6,4,6,4,6,4,6,4,1,5,1,5,1,5
3,19,Goblin,Goblins,1,1,0,5,0,25,20,30,8,11,2,60,24,700,10000,200,15,0,2,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
3,20,Mountain Lion,Mountain Lions,0,1,0,8,0,15,20,20,3,6,2,74,24,500,1200,80,13,2,2,1,255,50,0,2,1,17,0,2,1,17,0,8,12,10,12,0,8,4,7,4,9,4,11,12,8,1,10,1,8,20,5
3,21,Mountain Lion,Mountain Lions,0,1,1,8,0,15,20,20,3,6,2,74,24,500,1200,80,13,2,2,1,255,50,0,2,1,17,0,2,1,17,0,8,12,10,12,0,8,4,7,4,9,4,11,12,8,1,10,1,8,20,5
3,22,Mountain Lion,Mountain Lions,0,2,0,8,0,15,20,20,3,6,2,74,24,500,1200,80,13,2,2,1,255,50,0,2,1,17,0,2,1,17,0,8,12,10,12,0,8,4,7,4,9,4,11,12,8,1,10,1,8,20,5
3,23,Mountain Lion,Mountain Lions,1,1,0,8,0,15,20,20,3,6,2,74,24,500,1200,80,13,2,2,1,255,50,0,2,1,17,0,2,1,17,0,8,12,10,12,0,8,4,7,4,9,4,11,12,8,1,10,1,8,20,5
3,24,Wolf,Wolves,0,3,2,6,0,0,5,15,3,7,2,60,24,350,550,50,12,0,2,1,6,5,0,2,8,4,0,21,254,75,2,0,6,8,12,3,8,6,10,2,6,10,8,1,6,1,8,20,7,4,7
3,25,Wolf,Wolves,1,2,1,6,0,0,5,15,3,7,2,60,24,350,550,50,12,0,2,1,6,5,0,2,8,4,0,21,254,75,2,0,6,8,12,3,8,6,10,2,6,10,8,1,6,1,8,20,7,4,7
3,26,Wolf,Wolves,0,2,1,10,0,0,10,20,3,7,2,60,24,350,550,50,12,0,2,1,6,5,0,2,8,4,0,21,254,75,2,0,6,8,12,3,8,6,10,2,6,10,8,1,6,1,8,20,7,4,7
3,27,Goblin,Goblins,1,2,2,10,0,15,20,30,8,11,2,60,24,700,10000,200,15,0,2,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
3,28,Goblin,Goblins,0,2,1,10,0,22,20,30,8,11,2,60,24,700,10000,200,15,0,2,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
3,29,Goblin,Goblins,1,2,1,10,0,30,40,50,8,11,2,60,24,700,10000,200,15,0,2,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
3,30,Bronze Ogre,Bronze Ogres,0,3,2,12,0,20,60,100,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
3,31,Bronze Ogre,Bronze Ogres,1,2,3,12,0,25,60,100,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
3,32,Bronze Ogre,Bronze Ogres,2,3,3,12,0,30,60,100,1,4,2,44,18,94,240,16,9,2,3,40,6,5,0,40,2,8,0,40,1,12,0,8,9,6,8,1,5,11,6,10,4,20,4,8,7,6,6,1,4,11,6
3,33,Human Thief,Human Thieves,2,2,2,25,60,50,45,60,2,4,1,27,12,55,270,4,3,4,6,40,3,4,0,66,2,2,2,101,4,0,0,7,4,7,4,7,4,7,4,11,3,11,3,11,3,21,1,21,1,21,1
3,34,Vicious Gnome Barbarian,Vicious Gnome Barbarians,1,2,1,20,15,50,100,115,1,5,1,35,18,120,400,15,6,0,3,58,2,12,0,41,6,4,0,115,0,5,0,8,6,8,6,8,6,8,6,8,7,6,5,6,5,6,5,7,7,20,4
3,35,Cranky Gremlin Wizard,Cranky Gremlin Wizards,2,2,1,25,75,50,150,200,2,3,1,19,8,10,37,1,5,8,9,115,3,0,0,57,0,2,0,8,1,1,0,12,1,12,1,12,1,12,1,12,1,8,1,15,1,6,1,8,1,11,1
3,36,Yellow Orc Knight,Yellow Orc Knights,3,3,1,18,25,50,100,275,2,2,1,22,10,9,55,0,2,4,8,65,1,1,0,57,2,0,0,8,3,0,0,15,2,15,2,15,2,15,2,15,2,8,1,8,1,8,1,11,1,7,2
3,37,Hardy Elf Cleric,Hardy Elf Clerics,2,3,1,30,55,50,125,200,2,5,1,37,14,75,290,6,5,5,6,103,0,4,0,41,1,4,0,66,3,1,2,21,5,15,6,0,5,8,5,8,6,11,5,7,4,8,6,3,3,6,5
3,38,Ornery Gremlin Thief,Ornery Gremlin Thieves,2,3,1,15,60,50,100,180,2,8,1,64,16,230,500,16,7,4,5,103,5,6,0,42,1,10,0,41,3,3,0,21,5,12,6,6,5,1,5,8,11,7,11,20,9,4,4,4,6,9,5
3,39,Sly Halfling Ranger,Sly Halfling Rangers,1,3,1,20,35,50,120,300,2,7,1,75,18,190,454,7,6,4,4,58,255,12,0,102,3,4,0,115,1,7,0,15,7,12,8,11,7,11,7,21,4,20,5,6,7,9,3,1,6,10,7
4,0,Skeletal Thief,Skeletal Thieves,0,4,1,12,0,8,30,30,5,6,1,50,18,125,375,5,5,0,2,3,0,251,1,3,2,10,0,18,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,1,Skeletal Thief,Skeletal Thieves,0,4,2,12,0,10,30,30,5,6,1,50,18,125,375,5,5,0,2,3,0,251,1,3,2,10,0,18,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,2,Skeletal Warrior,Skeletal Warriors,0,4,1,15,0,15,40,50,5,6,2,60,19,145,400,5,6,0,2,3,0,250,1,3,2,18,0,18,4,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,3,Skeletal Warrior,Skeletal Warriors,1,3,1,15,0,20,40,50,5,6,2,60,19,145,400,5,6,0,2,3,0,250,1,3,2,18,0,18,4,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,4,Skeletal Warrior,Skeletal Warriors,2,3,1,18,0,20,40,50,5,6,2,60,19,145,400,5,6,0,2,3,0,250,1,3,2,18,0,18,4,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,5,Skeletal Warrior,Skeletal Warriors,2,2,2,18,0,25,50,75,5,6,2,70,20,180,600,5,6,0,2,3,0,249,1,3,2,36,0,18,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,6,Zombie,Zombies,0,3,1,24,0,10,30,50,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,7,Zombie,Zombies,0,3,2,24,0,15,30,50,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,8,Zombie,Zombies,1,3,2,28,0,20,30,55,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,9,Zombie,Zombies,1,2,2,28,0,20,30,60,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,10,Zombie,Zombies,2,1,2,32,0,25,30,80,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,11,Zombie,Zombies,2,2,2,32,0,25,30,100,7,9,1,80,22,165,1000,18,9,0,5,42,255,30,2,42,3,10,0,42,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,12,Ghost,Ghosts,0,3,1,14,25,0,30,70,7,3,1,32,13,35,200,4,3,3,8,40,0,5,0,40,1,4,0,40,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,13,Ghost,Ghosts,0,4,1,14,25,0,30,80,7,3,1,32,13,35,200,4,3,3,8,40,0,5,0,40,1,4,0,40,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,14,Ghost,Ghosts,1,3,1,16,30,0,40,90,7,3,1,32,13,35,200,4,3,3,8,40,0,5,0,40,1,4,0,40,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,15,Ghost,Ghosts,1,3,1,16,30,0,40,100,7,3,1,32,13,35,200,4,3,3,8,40,0,5,0,40,1,4,0,40,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,16,Ghost,Ghosts,2,3,1,20,35,0,50,100,7,3,1,32,13,35,200,4,3,3,8,40,0,5,0,40,1,4,0,40,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,17,Ghost,Ghosts,2,2,2,20,40,0,50,100,7,3,1,32,13,35,200,4,3,3,8,40,0,5,0,40,1,4,0,40,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,18,Leech,Leeches,1,1,2,6,0,25,50,20,5,7,1,48,22,260,500,12,3,0,2,2,6,8,0,13,1,20,0,14,0,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,19,Leech,Leeches,2,2,2,8,0,40,50,20,5,7,1,48,22,260,500,12,3,0,2,2,6,8,0,13,1,20,0,14,0,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,20,Leech,Leeches,1,1,3,5,0,30,50,20,5,7,1,48,22,260,500,12,3,0,2,2,6,8,0,13,1,20,0,14,0,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,21,Black Widow,Black Widows,1,1,2,8,0,20,50,60,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
4,22,Black Widow,Black Widows,2,1,3,12,0,25,50,65,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
4,23,Black Widow,Black Widows,0,1,2,18,0,25,60,70,5,8,2,90,22,175,600,75,9,0,2,1,255,0,1,1,1,14,0,1,5,10,0,8,12,8,12,4,8,1,6,1,7,1,8,6,9,6,9,20,5,20,5
4,24,Bugbear,Bugbears,0,4,2,12,0,0,100,275,8,7,1,60,21,600,2500,30,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,10,1,8,1,7,21,9,4,8,4,7,20,8,10,11,9,9
4,25,Bugbear,Bugbears,1,3,1,12,0,0,100,275,8,7,1,60,21,600,2500,30,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,10,1,8,1,7,21,9,4,8,4,7,20,8,10,11,9,9
4,26,Bugbear,Bugbears,1,3,1,12,0,0,100,275,8,7,1,60,21,600,2500,30,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,10,1,8,1,7,21,9,4,8,4,7,20,8,10,11,9,9
4,27,Bugbear,Bugbears,2,3,1,12,0,0,125,300,8,7,1,60,21,600,2500,30,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,10,1,8,1,7,21,9,4,8,4,7,20,8,10,11,9,9
4,28,Bugbear,Bugbears,2,2,3,12,0,0,125,300,8,7,1,60,21,600,2500,30,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,10,1,8,1,7,21,9,4,8,4,7,20,8,10,11,9,9
4,29,Cockatrice,Cockatrices,0,2,1,50,25,0,120,100,10,6,1,32,15,120,600,21,6,0,4,83,0,8,0,2,2,3,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,30,Cockatrice,Cockatrices,1,2,1,50,30,0,120,100,10,6,1,32,15,120,600,21,6,0,4,83,0,8,0,2,2,3,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,31,Cockatrice,Cockatrices,1,2,1,50,35,0,120,125,10,6,1,32,15,120,600,21,6,0,4,83,0,8,0,2,2,3,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,32,Cockatrice,Cockatrices,0,1,2,40,40,0,120,150,10,6,1,36,16,140,700,24,6,0,3,83,0,9,0,2,2,4,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,33,Cockatrice,Cockatrices,1,1,1,40,45,0,120,175,10,6,1,36,16,140,700,24,6,0,3,83,0,9,0,2,2,4,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
4,34,Incubus,Incubi,0,3,1,25,30,0,300,200,1,5,1,34,15,320,300,25,8,2,3,6,1,6,4,6,2,3,0,6,3,0,0,15,6,8,10,12,6,6,8,1,6,1,4,10,7,20,6,4,6,9,5
4,35,Incubus,Incubi,0,2,1,25,50,0,300,200,1,5,1,34,15,320,300,25,8,2,3,6,1,6,4,6,2,3,0,6,3,0,0,15,6,8,10,12,6,6,8,1,6,1,4,10,7,20,6,4,6,9,5
4,36,Incubus,Incubi,1,2,1,20,55,0,300,200,1,5,1,34,15,320,300,25,8,2,3,6,1,6,4,6,2,3,0,6,3,0,0,15,6,8,10,12,6,6,8,1,6,1,4,10,7,20,6,4,6,9,5
4,37,Incubus,Incubi,1,2,1,20,60,0,300,200,1,5,1,34,15,320,300,25,8,2,3,6,1,6,4,6,2,3,0,6,3,0,0,15,6,8,10,12,6,6,8,1,6,1,4,10,7,20,6,4,6,9,5
4,38,Incubus,Incubi,2,1,2,15,65,0,400,300,1,5,1,34,15,320,300,25,8,2,3,6,1,6,4,6,2,3,0,6,3,0,0,15,6,8,10,12,6,6,8,1,6,1,4,10,7,20,6,4,6,9,5
4,39,Incubus,Incubi,2,2,1,15,70,0,400,300,1,5,1,34,15,320,300,25,8,2,3,6,1,6,4,6,2,3,0,6,3,0,0,15,6,8,10,12,6,6,8,1,6,1,4,10,7,20,6,4,6,9,5
5,0,Wolf,Wolves,0,1,0,4,0,0,8,30,3,7,2,60,24,350,550,50,12,0,2,1,6,5,0,2,8,4,0,21,254,75,2,0,6,8,12,3,8,6,10,2,6,10,8,1,6,1,8,20,7,4,7
5,1,Wolf,Wolves,0,1,1,6,0,0,8,30,3,7,2,60,24,350,550,50,12,0,2,1,6,5,0,2,8,4,0,21,254,75,2,0,6,8,12,3,8,6,10,2,6,10,8,1,6,1,8,20,7,4,7
5,2,Wolf,Wolves,1,1,0,8,0,0,8,30,3,7,2,60,24,350,550,50,12,0,2,1,6,5,0,2,8,4,0,21,254,75,2,0,6,8,12,3,8,6,10,2,6,10,8,1,6,1,8,20,7,4,7
5,3,Snake,Snakes,0,1,0,6,0,0,10,20,4,6,1,30,16,60,180,6,2,3,5,3,3,3,0,15,255,255,2,17,0,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
5,4,Snake,Snakes,0,1,1,6,0,0,10,20,4,6,1,30,16,60,180,6,2,3,5,3,3,3,0,15,255,255,2,17,0,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
5,5,Coelus,Coeluses,0,1,0,6,0,0,15,30,4,4,1,15,10,10,30,2,1,4,7,2,1,2,0,6,0,255,0,2,3,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
5,6,Coelus,Coeluses,1,1,0,6,0,0,15,30,4,4,1,15,10,10,30,2,1,4,7,2,1,2,0,6,0,255,0,2,3,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
5,7,Scorpion,Scorpions,0,1,0,6,0,0,25,30,4,7,2,75,22,106,750,15,4,0,2,42,4,6,0,3,1,18,0,20,254,40,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
5,8,Scorpion,Scorpions,0,1,1,6,0,0,25,30,4,7,2,75,22,106,750,15,4,0,2,42,4,6,0,3,1,18,0,20,254,40,4,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
5,9,Mountain Lion,Mountain Lions,0,1,0,4,0,0,20,20,3,6,2,74,24,500,1200,80,13,2,2,1,255,50,0,2,1,17,0,2,1,17,0,8,12,10,12,0,8,4,7,4,9,4,11,12,8,1,10,1,8,20,5
5,10,Mountain Lion,Mountain Lions,0,1,1,4,0,0,20,20,3,6,2,74,24,500,1200,80,13,2,2,1,255,50,0,2,1,17,0,2,1,17,0,8,12,10,12,0,8,4,7,4,9,4,11,12,8,1,10,1,8,20,5
5,11,Giant Spider,Giant Spiders,0,1,0,8,0,0,30,40,5,8,2,75,21,145,500,60,7,0,2,1,254,0,1,1,0,12,0,1,4,8,0,8,11,8,11,4,7,1,4,1,5,1,6,6,8,6,8,20,4,20,4
5,12,Copper Ogre,Copper Ogres,0,1,1,6,0,30,20,40,1,4,1,32,12,34,120,9,5,2,3,40,4,0,0,40,2,1,0,40,0,4,0,8,5,8,5,8,5,6,4,6,4,6,4,6,4,1,5,1,5,1,5
5,13,Goblin,Goblins,1,1,1,5,0,30,20,35,8,11,2,60,24,700,10000,200,15,0,2,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
5,14,Skeletal Thief,Skeletal Thieves,0,1,1,6,0,10,20,40,5,5,1,36,15,60,110,3,3,2,4,3,2,2,0,3,255,0,1,3,5,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
5,15,Giant Spider,Giant Spiders,1,1,0,8,0,0,30,40,5,8,2,75,21,145,500,60,7,0,2,1,254,0,1,1,0,12,0,1,4,8,0,8,11,8,11,4,7,1,4,1,5,1,6,6,8,6,8,20,4,20,4
5,16,Imp,Imps,0,1,1,10,25,40,60,100,10,6,1,60,24,400,1200,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
5,17,Imp,Imps,1,1,0,10,25,40,60,100,10,6,1,60,24,400,1200,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
5,18,Skeletal Thief,Skeletal Thieves,1,1,1,10,0,10,20,40,5,5,1,36,15,60,110,3,3,2,4,3,2,2,0,3,255,0,1,3,5,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
5,19,Coelus,Coeluses,1,1,1,6,0,0,8,30,4,4,1,15,10,10,30,2,1,4,7,2,1,2,0,6,0,255,0,2,3,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
5,20,Skeletal Thief,Skeletal Thieves,1,1,1,10,0,10,18,27,5,5,1,36,15,60,110,3,3,2,4,3,2,2,0,3,255,0,1,3,5,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
5,21,Copper Ogre,Copper Ogres,0,1,1,6,0,45,20,40,1,4,1,32,12,34,120,9,5,2,3,40,4,0,0,40,2,1,0,40,0,4,0,8,5,8,5,8,5,6,4,6,4,6,4,6,4,1,5,1,5,1,5
5,22,Copper Ogre,Copper Ogres,1,1,1,6,0,45,20,40,1,4,1,32,12,34,120,9,5,2,3,40,4,0,0,40,2,1,0,40,0,4,0,8,5,8,5,8,5,6,4,6,4,6,4,6,4,1,5,1,5,1,5
5,23,Copper Ogre,Copper Ogres,0,1,0,6,0,45,20,40,1,4,1,36,13,44,150,12,7,2,3,40,4,3,0,40,2,3,0,40,0,6,0,8,6,8,6,6,5,6,5,6,5,1,3,1,3,1,3,11,4,11,4
5,24,Copper Ogre,Copper Ogres,1,1,3,6,0,25,20,40,1,4,1,32,12,34,120,9,5,2,3,40,4,0,0,40,2,1,0,40,0,4,0,8,5,8,5,8,5,6,4,6,4,6,4,6,4,1,5,1,5,1,5
5,25,Copper Ogre,Copper Ogres,1,2,1,6,0,25,20,40,1,4,1,32,12,34,120,9,5,2,3,40,4,0,0,40,2,1,0,40,0,4,0,8,5,8,5,8,5,6,4,6,4,6,4,6,4,1,5,1,5,1,5
5,26,Copper Ogre,Copper Ogres,2,3,1,6,0,25,20,40,1,4,1,32,12,34,120,9,5,2,3,40,4,0,0,40,2,1,0,40,0,4,0,8,5,8,5,8,5,6,4,6,4,6,4,6,4,1,5,1,5,1,5
5,27,Mountain Lion,Mountain Lions,2,3,2,4,0,0,10,20,3,6,2,74,24,500,1200,80,13,2,2,1,255,50,0,2,1,17,0,2,1,17,0,8,12,10,12,0,8,4,7,4,9,4,11,12,8,1,10,1,8,20,5
5,28,Wolf,Wolves,1,5,2,4,0,0,8,30,3,2,1,12,6,10,16,1,1,0,8,1,0,0,0,2,255,1,0,2,254,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
5,29,Coelus,Coeluses,2,2,1,6,0,0,15,30,4,4,1,15,10,10,30,2,1,4,7,2,1,2,0,6,0,255,0,2,3,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
